set_piece_type,delivery_type,delivery_zone,defensive_scheme,num_defenders_box,num_attackers_box,aerial_threat,second_ball_runners,near_post_decoy,gk_screen,blocker_action,taker_foot_matches,runner_from_deep,overload_far_post,second_wave_runner,quick_delivery,dummy_run,xg,second_ball_won
throw_in,inswinger,far_post,Hybrid,7,5,7,3,0,0,0,1,0,1,0,1,0,0.1011,1
corner,long,central,High Zonal,5,1,7,0,0,0,1,0,1,0,0,0,0,0.1467,1
play_restart,inswinger,far_post,Hybrid,3,1,2,0,0,0,0,0,0,0,0,1,0,0.079,0
throw_in,outswinger,far_post,High Zonal,10,2,1,0,1,1,0,0,0,0,0,0,0,0.0707,0
goal_kick,straight,far_post,Deep Zonal,7,6,4,0,1,0,1,0,0,1,0,0,1,0.0667,0
free_kick_wide,inswinger,far_post,High Zonal,11,7,5,2,0,1,0,1,1,0,1,0,1,0.1728,1
corner,driven,far_post,Deep Zonal,5,7,7,0,0,1,1,1,1,0,0,1,0,0.1851,1
free_kick_central,driven,near_post,Hybrid,5,2,4,0,0,0,1,1,0,1,1,0,0,0.1407,0
free_kick_central,driven,near_post,High Zonal,5,6,2,2,1,0,0,0,0,0,0,0,0,0.1616,1
free_kick_wide,inswinger,central,Man-to-Man,6,2,8,4,0,0,0,1,1,0,1,0,0,0.1708,1
free_kick_wide,straight,six_yard,Deep Zonal,4,2,5,2,0,0,0,1,1,1,0,0,0,0.1119,0
corner,driven,edge_box,Man-to-Man,4,4,1,1,1,0,1,0,0,0,0,0,0,0.1144,1
free_kick_central,straight,near_post,High Zonal,10,1,6,4,0,0,0,0,0,0,1,1,0,0.1119,1
free_kick_wide,long,far_post,Deep Zonal,9,1,5,4,0,0,0,1,0,0,0,0,0,0.0951,1
play_restart,short,penalty_spot,Hybrid,7,7,6,4,1,0,0,1,1,1,0,1,0,0.1589,1
corner,outswinger,far_post,Man-to-Man,7,6,9,1,0,0,0,0,0,0,1,0,0,0.1565,1
free_kick_wide,outswinger,edge_box,Hybrid,7,5,2,0,0,0,0,1,1,0,1,0,0,0.0897,1
corner,long,wide_channel,Man-to-Man,8,2,7,4,0,0,0,0,0,0,1,1,0,0.0679,1
penalty,inswinger,near_post,High Zonal,5,1,2,4,0,0,1,0,0,1,0,0,0,0.7458,1
free_kick_central,driven,far_post,Deep Zonal,10,1,8,2,0,1,0,1,0,1,0,0,1,0.1416,1
throw_in,short,far_post,Hybrid,3,3,4,3,0,0,1,0,0,0,0,0,0,0.0654,1
play_restart,inswinger,penalty_spot,Man-to-Man,9,6,8,4,0,0,0,0,1,0,0,1,0,0.1386,1
corner,long,near_post,Man-to-Man,10,5,1,0,0,0,1,1,1,0,1,0,0,0.0953,0
throw_in,straight,penalty_spot,Hybrid,7,6,7,2,0,1,0,1,0,0,0,0,1,0.1326,1
corner,outswinger,near_post,High Zonal,5,7,3,4,0,1,1,1,1,1,0,1,0,0.1631,1
corner,lofted,edge_box,Hybrid,10,6,4,3,0,0,0,0,1,1,1,0,0,0.0874,1
free_kick_central,long,edge_box,High Zonal,10,1,3,0,1,0,1,0,0,1,0,0,0,0.1202,0
corner,short,central,Hybrid,11,2,4,0,0,1,1,1,0,0,1,1,1,0.1492,1
throw_in,driven,wide_channel,Hybrid,3,3,8,1,1,0,1,1,1,0,0,1,0,0.1378,1
throw_in,short,six_yard,Deep Zonal,8,4,1,2,1,1,0,1,1,1,0,0,0,0.0866,1
goal_kick,straight,penalty_spot,Deep Zonal,3,6,7,0,0,0,0,1,0,1,1,1,0,0.1458,1
free_kick_central,inswinger,wide_channel,High Zonal,3,7,2,1,0,1,1,1,0,0,1,0,0,0.1967,1
throw_in,inswinger,six_yard,Deep Zonal,3,7,4,2,1,0,0,1,0,0,0,1,1,0.1648,0
free_kick_wide,straight,near_post,High Zonal,9,4,6,3,0,0,0,1,0,1,0,0,0,0.1371,1
corner,straight,penalty_spot,Man-to-Man,9,7,1,2,0,1,0,0,0,1,0,1,0,0.1466,1
corner,long,penalty_spot,High Zonal,11,7,9,2,0,0,0,0,0,0,1,1,0,0.1266,1
throw_in,straight,edge_box,Hybrid,8,2,7,3,1,0,0,0,1,0,0,1,0,0.0685,1
play_restart,short,wide_channel,Deep Zonal,8,5,7,3,0,0,0,1,1,1,0,1,0,0.078,1
corner,driven,far_post,Hybrid,4,4,10,1,1,0,1,1,1,0,1,1,1,0.168,1
penalty,lofted,near_post,Deep Zonal,9,6,4,1,0,0,0,1,0,1,0,0,0,0.7994,0
goal_kick,outswinger,far_post,Hybrid,11,7,2,0,0,0,1,1,0,0,0,1,0,0.0769,1
goal_kick,lofted,edge_box,Man-to-Man,6,2,9,0,0,0,0,1,0,1,0,0,0,0.1159,1
penalty,driven,central,Hybrid,9,5,7,4,0,0,0,0,1,1,1,1,1,0.7549,1
throw_in,inswinger,near_post,Man-to-Man,7,7,5,3,0,0,1,1,1,0,1,0,0,0.1656,1
throw_in,outswinger,central,Deep Zonal,7,5,1,3,1,0,0,1,0,1,0,0,0,0.1339,1
goal_kick,outswinger,edge_box,Man-to-Man,10,6,3,2,1,0,0,1,0,0,1,0,1,0.0588,1
corner,long,near_post,High Zonal,5,6,6,0,0,0,0,1,0,0,0,0,0,0.1131,1
play_restart,short,central,Hybrid,10,6,1,2,0,1,0,1,0,0,0,0,0,0.0748,1
corner,straight,near_post,Man-to-Man,11,6,6,0,0,0,0,1,1,0,1,0,1,0.1037,1
goal_kick,long,far_post,High Zonal,4,7,9,4,0,0,0,0,0,0,0,0,0,0.1057,1
corner,outswinger,near_post,High Zonal,7,2,5,2,1,0,1,1,0,0,1,1,0,0.1479,1
corner,straight,near_post,High Zonal,3,6,7,0,0,0,1,1,0,1,0,0,0,0.161,1
corner,driven,edge_box,Man-to-Man,6,3,3,1,1,0,0,0,0,1,1,0,1,0.1155,1
free_kick_central,lofted,near_post,Man-to-Man,6,5,6,3,0,0,0,0,0,0,0,1,1,0.1897,1
free_kick_wide,driven,near_post,High Zonal,8,5,2,2,0,0,0,0,1,1,1,1,0,0.1113,0
corner,outswinger,penalty_spot,Man-to-Man,6,5,8,0,0,0,0,0,1,0,0,0,0,0.1683,1
free_kick_central,inswinger,near_post,Deep Zonal,6,2,6,1,0,0,0,1,1,1,0,1,0,0.1531,0
free_kick_wide,outswinger,near_post,Deep Zonal,9,6,7,3,0,0,0,0,0,0,0,1,0,0.0854,1
goal_kick,straight,far_post,Man-to-Man,9,6,4,2,0,0,0,1,1,0,0,0,0,0.0678,0
kick_off,outswinger,central,Hybrid,3,6,4,2,0,0,1,1,0,0,0,0,0,0.1319,1
throw_in,lofted,penalty_spot,Hybrid,6,5,7,3,0,0,0,1,0,0,1,1,0,0.1638,1
corner,long,wide_channel,High Zonal,9,5,7,3,0,0,0,0,0,0,1,1,0,0.084,0
corner,straight,far_post,Hybrid,3,2,7,2,1,0,1,1,0,1,0,1,0,0.1313,1
kick_off,outswinger,penalty_spot,Man-to-Man,7,5,2,3,1,0,0,1,0,0,1,0,0,0.1062,0
corner,straight,wide_channel,High Zonal,7,2,2,4,0,1,1,1,0,0,1,0,0,0.0925,1
free_kick_wide,straight,far_post,Hybrid,9,7,3,0,0,0,0,1,0,0,1,0,1,0.088,1
play_restart,long,edge_box,Deep Zonal,9,1,4,3,0,1,0,0,0,1,0,0,0,0.0498,0
play_restart,inswinger,penalty_spot,Deep Zonal,7,1,6,1,1,0,1,0,0,0,1,1,0,0.1321,0
free_kick_wide,driven,penalty_spot,Hybrid,6,6,6,0,1,0,0,1,0,0,0,1,1,0.179,0
throw_in,inswinger,wide_channel,Man-to-Man,10,6,1,1,1,0,1,1,1,0,1,0,1,0.0569,1
free_kick_central,outswinger,near_post,High Zonal,6,4,1,4,1,0,0,0,0,0,0,1,1,0.1433,1
goal_kick,lofted,wide_channel,High Zonal,6,4,9,3,1,1,0,1,1,0,1,0,0,0.139,1
corner,inswinger,far_post,Hybrid,6,1,6,2,0,0,1,1,1,0,0,1,1,0.1438,0
corner,inswinger,penalty_spot,Deep Zonal,6,6,1,1,0,0,0,1,0,0,1,0,0,0.1563,1
throw_in,short,far_post,High Zonal,8,6,9,2,1,0,0,1,0,0,0,0,0,0.1185,0
corner,straight,central,High Zonal,8,2,4,2,0,0,0,0,0,0,0,0,0,0.0852,0
throw_in,inswinger,near_post,Hybrid,11,1,7,2,0,1,0,0,1,0,0,0,0,0.075,0
free_kick_wide,inswinger,wide_channel,Man-to-Man,7,4,5,2,1,0,0,1,1,1,0,1,0,0.1372,1
kick_off,inswinger,penalty_spot,Man-to-Man,9,2,2,3,1,0,1,0,1,0,1,0,0,0.1107,1
goal_kick,short,six_yard,Man-to-Man,5,1,7,2,0,0,1,0,1,1,0,1,0,0.133,1
free_kick_central,outswinger,central,Deep Zonal,11,1,4,0,0,0,0,1,1,0,0,0,0,0.0941,1
goal_kick,driven,central,Hybrid,11,5,2,1,0,0,0,1,1,1,0,1,0,0.0844,0
corner,driven,central,Man-to-Man,8,3,3,0,0,0,1,1,0,0,0,0,0,0.1253,1
free_kick_central,inswinger,central,Man-to-Man,9,6,9,4,0,0,0,0,0,0,0,0,1,0.1839,1
corner,outswinger,far_post,Hybrid,8,3,6,1,1,0,1,0,0,1,0,0,0,0.1334,0
kick_off,inswinger,wide_channel,High Zonal,4,5,5,4,0,0,0,0,1,0,0,0,0,0.0695,1
goal_kick,outswinger,six_yard,Deep Zonal,11,2,8,1,1,1,0,1,0,0,1,1,1,0.0789,0
kick_off,outswinger,far_post,Hybrid,9,4,3,1,0,0,0,1,1,0,0,0,0,0.0804,1
kick_off,driven,central,High Zonal,6,5,2,2,0,0,0,1,0,1,1,0,0,0.1023,1
play_restart,outswinger,penalty_spot,Deep Zonal,5,3,1,4,0,0,0,0,0,0,0,0,1,0.0826,0
corner,straight,penalty_spot,High Zonal,9,7,2,0,1,0,0,0,1,0,1,0,0,0.1574,1
play_restart,long,edge_box,Man-to-Man,6,5,10,3,1,0,0,0,0,0,1,0,0,0.1275,1
penalty,driven,penalty_spot,Hybrid,10,2,10,3,0,1,0,1,0,1,0,1,1,0.7714,1
free_kick_wide,outswinger,near_post,Deep Zonal,4,7,5,1,0,0,0,1,0,0,0,0,1,0.131,1
penalty,outswinger,near_post,Man-to-Man,7,4,5,4,0,0,0,0,0,0,0,1,0,0.7269,1
free_kick_wide,lofted,wide_channel,Hybrid,4,6,4,2,0,0,0,1,0,0,0,1,0,0.0825,1
corner,outswinger,edge_box,Hybrid,9,3,6,2,0,0,0,1,0,0,0,0,0,0.0812,0
corner,long,wide_channel,Hybrid,6,1,2,1,0,0,0,1,1,0,0,0,0,0.037,0
corner,long,central,Deep Zonal,4,4,7,2,1,1,0,1,1,0,1,0,1,0.1802,1
free_kick_central,short,penalty_spot,High Zonal,7,4,6,4,0,0,1,0,1,1,0,1,1,0.2325,1
kick_off,outswinger,central,Man-to-Man,8,6,10,4,1,0,0,0,0,1,0,0,1,0.1217,1
throw_in,inswinger,wide_channel,Man-to-Man,5,6,4,4,1,1,0,0,0,0,1,0,1,0.1299,1
free_kick_central,straight,central,Deep Zonal,11,5,8,1,1,0,0,1,0,0,0,1,1,0.1561,1
free_kick_wide,short,edge_box,Man-to-Man,3,4,2,3,0,0,0,1,0,1,0,0,0,0.0893,1
free_kick_central,driven,near_post,Man-to-Man,5,1,1,4,0,0,0,1,0,1,0,0,1,0.1344,0
corner,long,near_post,Deep Zonal,5,5,8,3,0,1,1,1,1,0,0,1,0,0.1622,1
goal_kick,lofted,near_post,Deep Zonal,11,7,9,0,0,0,0,0,1,0,0,0,0,0.1203,1
corner,lofted,far_post,Deep Zonal,5,7,9,3,0,1,0,1,1,0,1,1,1,0.1845,1
throw_in,long,six_yard,Deep Zonal,4,1,1,2,0,0,1,1,1,0,1,0,0,0.11,1
goal_kick,inswinger,wide_channel,Man-to-Man,8,7,4,2,1,1,0,1,1,0,1,1,0,0.1141,1
penalty,straight,penalty_spot,High Zonal,5,2,5,0,0,1,1,0,0,1,0,1,0,0.7834,1
kick_off,short,penalty_spot,Deep Zonal,5,1,3,2,0,1,0,0,0,0,0,0,0,0.0592,1
corner,short,edge_box,Man-to-Man,5,1,3,3,0,0,1,0,0,0,0,1,0,0.1039,1
kick_off,inswinger,near_post,High Zonal,7,4,4,2,0,1,1,0,0,0,0,0,0,0.0913,1
throw_in,short,six_yard,Hybrid,9,2,1,1,0,0,1,0,1,1,0,0,0,0.0865,1
goal_kick,outswinger,edge_box,Hybrid,7,5,10,4,0,1,0,1,0,0,0,0,0,0.103,1
throw_in,outswinger,far_post,Deep Zonal,11,4,4,2,1,0,0,1,0,0,1,0,0,0.0615,1
goal_kick,driven,near_post,Man-to-Man,5,6,6,3,1,0,0,1,0,0,1,0,1,0.1314,1
play_restart,straight,central,Deep Zonal,10,2,8,0,1,0,0,0,0,0,0,0,0,0.0912,0
free_kick_wide,short,central,Deep Zonal,9,2,2,0,0,0,0,1,0,1,0,1,0,0.0729,1
goal_kick,short,wide_channel,High Zonal,3,4,3,1,1,1,0,1,0,0,0,0,0,0.0973,1
goal_kick,short,penalty_spot,Hybrid,9,1,7,0,1,0,0,0,0,0,1,0,0,0.1196,0
free_kick_central,outswinger,far_post,Hybrid,11,4,10,2,1,0,0,0,0,1,0,0,0,0.1433,0
play_restart,short,far_post,Hybrid,9,5,5,2,0,0,1,1,0,1,0,0,0,0.0726,1
free_kick_wide,outswinger,edge_box,High Zonal,5,5,10,0,1,0,0,0,1,1,0,0,0,0.1541,1
penalty,long,central,Hybrid,6,4,1,3,0,0,1,1,1,0,1,0,0,0.722,1
corner,inswinger,near_post,Man-to-Man,10,1,8,2,0,0,0,0,0,0,1,1,1,0.0847,1
corner,lofted,edge_box,Man-to-Man,5,2,10,1,0,1,1,1,1,0,0,1,0,0.1902,1
goal_kick,driven,central,Deep Zonal,7,1,8,1,0,0,0,1,0,0,0,0,0,0.0874,0
free_kick_wide,straight,central,High Zonal,8,7,2,1,1,0,0,1,1,0,1,0,1,0.167,1
free_kick_wide,outswinger,far_post,Deep Zonal,10,5,1,0,1,1,1,0,1,0,1,0,0,0.1128,0
corner,straight,central,High Zonal,11,3,5,4,1,0,0,1,1,0,0,0,0,0.1272,1
free_kick_central,long,wide_channel,Hybrid,9,3,6,2,0,0,0,1,0,0,0,0,1,0.0801,1
goal_kick,long,six_yard,Hybrid,6,1,7,4,0,1,1,0,0,1,0,0,0,0.1046,1
kick_off,long,wide_channel,Hybrid,6,4,10,4,0,0,0,1,0,0,0,0,0,0.0392,1
corner,driven,wide_channel,Hybrid,8,1,6,2,1,0,1,1,0,0,1,0,1,0.0723,0
penalty,straight,central,High Zonal,3,5,3,1,0,1,0,1,1,1,1,0,1,0.7546,1
free_kick_central,long,far_post,Man-to-Man,6,2,1,3,1,0,0,1,0,1,0,0,0,0.1331,0
throw_in,straight,edge_box,Hybrid,6,1,10,1,0,0,0,1,1,1,0,1,1,0.1162,1
free_kick_central,short,near_post,Man-to-Man,11,1,7,2,0,0,0,1,1,0,0,0,0,0.1252,1
free_kick_wide,straight,wide_channel,Man-to-Man,10,1,7,2,0,0,1,0,0,0,0,1,0,0.0803,1
free_kick_central,driven,near_post,Deep Zonal,5,3,8,3,0,1,1,0,0,0,1,1,0,0.1836,0
throw_in,inswinger,penalty_spot,Hybrid,8,1,9,0,1,1,0,1,0,0,1,1,1,0.1915,0
free_kick_central,outswinger,edge_box,Man-to-Man,7,1,9,1,0,1,0,0,1,0,0,0,1,0.1627,1
free_kick_central,outswinger,wide_channel,Man-to-Man,10,2,9,3,0,1,0,0,0,0,0,0,0,0.1076,0
goal_kick,lofted,penalty_spot,High Zonal,7,4,2,2,0,1,0,1,0,1,1,0,0,0.1486,1
goal_kick,short,penalty_spot,Hybrid,8,2,3,3,1,0,0,0,0,1,0,0,0,0.0532,1
free_kick_wide,straight,central,Man-to-Man,9,3,1,3,0,0,0,1,0,0,0,0,0,0.1172,1
goal_kick,straight,penalty_spot,Hybrid,10,4,2,1,0,0,0,1,1,0,0,0,0,0.088,0
goal_kick,straight,edge_box,Man-to-Man,9,5,10,2,0,1,0,0,1,1,1,0,0,0.1259,1
corner,driven,far_post,Man-to-Man,5,1,5,0,0,0,0,1,1,0,0,1,0,0.1035,1
throw_in,lofted,edge_box,Hybrid,9,7,7,3,1,1,0,1,0,0,0,0,0,0.1248,1
corner,driven,near_post,High Zonal,5,1,6,2,1,1,0,1,0,0,0,0,0,0.139,0
throw_in,driven,central,Deep Zonal,9,7,5,1,0,0,0,1,0,0,1,0,0,0.0882,1
corner,inswinger,wide_channel,High Zonal,11,2,2,2,0,0,0,1,1,0,1,1,0,0.0985,1
throw_in,outswinger,central,Man-to-Man,7,3,8,0,0,0,0,0,0,0,0,0,1,0.1385,0
corner,short,penalty_spot,Deep Zonal,11,1,8,2,1,0,0,1,1,0,0,0,1,0.1314,1
free_kick_central,long,far_post,High Zonal,4,3,2,4,0,0,0,0,0,0,1,0,1,0.1263,1
play_restart,outswinger,wide_channel,Hybrid,6,7,4,1,1,0,0,0,1,0,0,0,0,0.0702,1
free_kick_wide,long,near_post,High Zonal,10,5,10,1,1,0,1,0,0,0,0,1,0,0.1245,0
kick_off,inswinger,central,High Zonal,9,5,9,2,0,0,0,1,0,1,0,1,0,0.1418,1
play_restart,outswinger,six_yard,High Zonal,5,3,7,1,0,1,0,0,0,0,0,0,0,0.1109,1
kick_off,outswinger,edge_box,Man-to-Man,7,7,10,1,0,0,0,0,0,0,0,0,1,0.1212,0
corner,driven,penalty_spot,Deep Zonal,3,6,9,2,0,1,1,1,1,0,0,0,1,0.2445,1
goal_kick,long,far_post,Man-to-Man,10,2,7,3,1,0,0,0,0,0,0,0,1,0.0933,1
corner,short,far_post,Deep Zonal,4,5,6,1,0,0,1,1,0,0,1,0,0,0.1179,1
free_kick_wide,driven,wide_channel,Hybrid,8,3,7,1,1,0,0,0,0,1,0,1,0,0.087,1
kick_off,driven,edge_box,Deep Zonal,7,2,9,3,0,1,0,1,1,1,1,1,1,0.0942,1
throw_in,straight,wide_channel,Hybrid,8,5,10,2,0,0,1,1,1,0,0,0,0,0.1218,1
free_kick_central,driven,wide_channel,Deep Zonal,6,3,4,1,0,1,0,0,1,0,0,0,0,0.1253,1
free_kick_wide,outswinger,penalty_spot,High Zonal,3,1,4,4,1,0,1,1,0,0,0,0,1,0.1919,1
goal_kick,short,penalty_spot,Deep Zonal,8,7,2,4,1,0,1,0,0,1,1,0,0,0.1279,1
throw_in,inswinger,edge_box,High Zonal,11,5,1,4,0,0,0,0,0,0,0,1,1,0.0941,1
free_kick_central,straight,six_yard,Deep Zonal,8,4,4,1,1,0,0,1,1,0,0,0,0,0.144,1
kick_off,short,edge_box,High Zonal,3,7,3,4,0,0,1,0,1,0,0,1,0,0.1166,1
corner,inswinger,near_post,Hybrid,3,5,9,1,0,0,1,0,0,1,0,0,0,0.1253,1
corner,straight,wide_channel,Man-to-Man,5,7,5,0,1,0,0,1,1,1,0,0,1,0.1449,0
throw_in,long,edge_box,High Zonal,5,5,7,2,0,0,0,0,1,1,0,0,0,0.0754,1
play_restart,short,six_yard,Hybrid,4,2,3,4,1,0,0,0,1,0,1,1,0,0.1215,1
corner,inswinger,far_post,Deep Zonal,11,4,5,0,1,1,0,1,1,1,0,0,1,0.1753,1
corner,inswinger,far_post,High Zonal,9,4,9,0,0,0,0,0,0,0,0,0,0,0.0914,0
corner,straight,edge_box,High Zonal,9,3,3,0,1,0,1,1,0,0,0,1,0,0.0649,0
kick_off,driven,edge_box,High Zonal,11,3,4,4,1,1,0,0,0,0,0,0,0,0.0445,1
corner,driven,near_post,High Zonal,10,5,6,1,0,0,0,1,1,0,0,0,0,0.0935,1
free_kick_central,outswinger,far_post,Deep Zonal,4,3,3,2,1,0,0,1,0,0,0,0,0,0.0814,1
play_restart,long,edge_box,Man-to-Man,3,1,6,0,1,0,1,1,0,0,0,1,0,0.1234,0
corner,short,wide_channel,Deep Zonal,9,5,7,4,0,1,0,0,0,1,0,1,0,0.088,1
penalty,lofted,near_post,Hybrid,11,5,6,3,0,1,0,0,0,0,1,0,0,0.7365,0
free_kick_central,inswinger,central,Hybrid,9,6,2,2,0,0,0,0,0,0,1,0,1,0.153,1
goal_kick,short,far_post,Deep Zonal,10,1,8,4,0,1,1,0,0,0,1,1,1,0.0777,1
free_kick_wide,short,central,Man-to-Man,8,4,9,1,0,0,1,0,1,1,0,1,0,0.1965,0
free_kick_wide,outswinger,near_post,Deep Zonal,7,7,3,2,0,0,0,1,0,1,0,0,0,0.1171,1
corner,inswinger,penalty_spot,Deep Zonal,4,2,2,4,0,0,0,0,0,1,1,0,1,0.1073,1
goal_kick,inswinger,penalty_spot,High Zonal,9,6,6,2,0,1,0,1,0,1,0,1,0,0.1704,1
goal_kick,straight,far_post,Man-to-Man,5,3,2,1,0,0,0,0,1,1,0,0,0,0.0599,1
corner,long,central,High Zonal,5,2,4,3,1,0,0,0,1,0,0,0,0,0.1405,1
free_kick_wide,long,wide_channel,Man-to-Man,10,5,7,4,1,0,0,0,1,0,0,0,0,0.1356,1
kick_off,inswinger,far_post,Hybrid,8,6,3,0,0,0,0,0,0,0,0,0,0,0.0639,1
corner,driven,edge_box,Deep Zonal,7,7,4,4,0,0,0,1,1,0,1,0,0,0.1155,1
corner,straight,central,Man-to-Man,10,6,4,2,1,0,0,1,1,0,0,1,0,0.123,1
penalty,lofted,six_yard,Hybrid,9,3,8,0,0,0,1,1,0,1,0,0,1,0.7777,0
free_kick_wide,inswinger,six_yard,Man-to-Man,7,6,9,4,1,0,1,0,0,0,1,0,0,0.1379,1
corner,driven,central,Deep Zonal,11,1,9,2,0,1,1,1,0,0,0,0,0,0.1659,0
free_kick_central,lofted,edge_box,Hybrid,3,3,2,1,0,0,1,0,0,1,1,1,1,0.1828,1
corner,driven,edge_box,High Zonal,7,2,8,0,0,0,0,0,0,1,0,0,0,0.0928,0
free_kick_central,driven,far_post,Man-to-Man,6,4,3,0,0,0,1,0,1,0,0,1,0,0.149,1
throw_in,straight,edge_box,Deep Zonal,4,5,9,2,1,0,0,1,0,0,1,1,0,0.1038,1
penalty,long,central,High Zonal,9,5,6,1,1,1,0,1,0,0,1,1,0,0.7241,1
corner,short,far_post,Man-to-Man,3,2,10,1,0,0,1,0,1,0,0,0,0,0.1052,1
goal_kick,straight,wide_channel,Man-to-Man,9,3,5,2,0,0,0,1,0,1,1,1,0,0.0539,1
corner,lofted,near_post,Man-to-Man,9,1,4,4,1,1,0,0,0,0,0,0,0,0.1159,0
goal_kick,outswinger,near_post,Man-to-Man,7,4,9,4,1,0,0,1,1,0,0,0,0,0.1595,1
free_kick_wide,straight,near_post,Deep Zonal,5,6,4,0,0,0,1,0,0,1,0,0,0,0.0979,1
goal_kick,lofted,wide_channel,Deep Zonal,11,2,8,1,0,0,0,0,0,0,1,1,0,0.0285,0
corner,outswinger,near_post,High Zonal,9,4,1,1,0,0,0,0,0,0,0,0,0,0.077,0
corner,inswinger,central,Man-to-Man,4,7,7,1,0,1,1,1,0,1,0,0,0,0.2369,1
free_kick_central,outswinger,edge_box,Hybrid,9,1,10,4,1,0,1,0,0,0,1,0,0,0.149,1
corner,long,edge_box,Deep Zonal,4,7,3,1,1,1,0,1,0,0,0,1,1,0.1249,1
corner,driven,far_post,Deep Zonal,8,3,10,3,1,0,0,1,0,1,0,0,1,0.195,1
throw_in,inswinger,wide_channel,Deep Zonal,5,3,1,4,0,0,1,1,1,0,0,0,0,0.0954,1
goal_kick,short,near_post,Man-to-Man,8,5,2,1,1,0,1,1,0,1,0,1,1,0.0877,1
corner,short,penalty_spot,Man-to-Man,10,3,4,2,0,1,0,1,0,0,0,0,0,0.1124,0
kick_off,long,penalty_spot,Deep Zonal,10,3,4,4,0,0,1,1,1,1,0,0,0,0.1116,1
goal_kick,long,central,High Zonal,9,2,7,1,0,0,1,0,1,0,0,1,1,0.101,1
kick_off,lofted,six_yard,Deep Zonal,9,1,9,3,0,0,0,0,0,0,0,0,0,0.0643,0
throw_in,outswinger,penalty_spot,Deep Zonal,9,7,2,0,1,1,0,1,0,0,0,0,0,0.1626,0
throw_in,outswinger,central,High Zonal,11,1,8,4,1,0,1,0,1,0,0,0,0,0.139,1
free_kick_central,short,near_post,Deep Zonal,10,2,9,0,0,0,0,1,1,1,0,0,1,0.1232,0
throw_in,straight,near_post,Hybrid,9,6,6,3,0,0,1,0,0,0,0,0,0,0.0781,1
kick_off,straight,six_yard,Man-to-Man,6,6,10,4,0,0,0,0,1,0,0,0,0,0.0981,0
corner,inswinger,central,High Zonal,5,2,1,0,0,0,0,0,0,0,1,0,0,0.1167,1
free_kick_wide,inswinger,wide_channel,Hybrid,5,6,8,2,1,1,1,1,1,0,0,1,0,0.1398,1
corner,lofted,near_post,High Zonal,8,6,5,4,1,0,0,0,0,0,1,1,0,0.0993,1
play_restart,inswinger,wide_channel,Man-to-Man,8,3,5,0,0,0,0,0,1,0,0,1,0,0.0494,0
free_kick_central,short,six_yard,Man-to-Man,6,1,7,1,1,1,0,1,0,0,1,0,0,0.2082,1
throw_in,long,near_post,Man-to-Man,6,6,8,4,1,0,1,0,0,0,0,0,0,0.1358,1
goal_kick,inswinger,near_post,Hybrid,9,5,5,0,0,0,0,1,0,1,0,0,0,0.0972,1
play_restart,outswinger,six_yard,Deep Zonal,7,4,3,4,0,0,0,1,1,0,0,0,0,0.0717,1
corner,straight,near_post,Hybrid,3,2,3,3,0,0,0,1,0,0,0,0,1,0.1315,0
goal_kick,short,central,Man-to-Man,4,3,10,1,0,0,0,1,1,0,1,0,0,0.1323,1
kick_off,outswinger,six_yard,Deep Zonal,5,2,5,1,1,1,0,1,0,0,0,0,0,0.0953,0
corner,short,wide_channel,High Zonal,6,7,4,1,0,0,1,1,0,0,0,0,0,0.0852,1
goal_kick,outswinger,edge_box,Man-to-Man,9,2,6,2,1,0,1,0,0,0,1,0,0,0.1078,1
free_kick_wide,inswinger,six_yard,Deep Zonal,7,4,7,4,0,0,1,1,1,0,0,1,0,0.1509,1
throw_in,inswinger,penalty_spot,Deep Zonal,6,5,1,3,0,1,0,0,1,0,0,1,0,0.1355,1
free_kick_central,outswinger,edge_box,Man-to-Man,3,1,1,0,0,0,0,0,1,0,0,0,0,0.1193,1
corner,straight,central,Man-to-Man,3,4,6,2,1,0,1,0,1,0,0,0,0,0.166,1
corner,lofted,edge_box,High Zonal,11,5,7,1,0,1,0,1,0,1,1,0,0,0.1254,0
corner,inswinger,edge_box,Deep Zonal,10,4,5,2,1,0,0,1,0,0,0,0,0,0.0937,0
corner,short,penalty_spot,Hybrid,3,5,3,2,0,1,0,0,0,0,1,0,0,0.1385,1
throw_in,short,wide_channel,Man-to-Man,7,4,8,2,0,0,1,0,0,0,0,0,0,0.0642,1
free_kick_wide,long,far_post,Deep Zonal,11,5,2,3,1,0,1,1,0,1,0,0,1,0.0845,1
corner,short,penalty_spot,Hybrid,9,7,7,1,0,1,1,0,0,0,0,0,1,0.127,1
throw_in,inswinger,far_post,Man-to-Man,3,3,5,1,1,1,1,0,1,0,1,0,0,0.1741,0
throw_in,short,central,Hybrid,6,3,4,0,0,0,0,0,0,1,0,1,0,0.0751,1
free_kick_central,outswinger,central,Deep Zonal,10,5,2,1,0,1,1,1,1,0,0,1,0,0.1789,1
play_restart,driven,wide_channel,High Zonal,5,1,7,4,0,0,0,0,1,0,1,0,0,0.0777,1
free_kick_wide,inswinger,far_post,Man-to-Man,7,3,2,3,0,1,0,1,1,1,1,0,0,0.1472,1
goal_kick,long,edge_box,Hybrid,5,2,6,3,0,0,0,0,1,0,0,0,0,0.0977,1
corner,short,penalty_spot,Man-to-Man,4,4,9,4,0,1,0,1,1,0,0,0,1,0.1715,1
